timestamp,code,name,status,latency_ms,success,error
2026-08-11T16:06:31.867560,TGL,Bandung 4,409,558.25,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.395Z""}"
2026-08-11T16:06:32.423900,JMR,Manggarai 29,409,30.21,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.452Z""}"
2026-08-11T16:06:32.426037,DAA,Surabaya Pasar Turi 30,409,29.41,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.453Z""}"
2026-08-11T16:06:32.426785,YAA,Manado 31,409,32.71,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.458Z""}"
2026-08-11T16:06:32.427316,TSM,Semarang Poncol 32,409,44.44,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.470Z""}"
2026-08-11T16:06:32.454397,SAE,Gambir 33,409,20.8,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.474Z""}"
2026-08-11T16:06:32.455651,BAE,Kiaracondong 34,409,24.55,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.479Z""}"
2026-08-11T16:06:31.867885,BJB,Jember 8,409,617.45,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.484Z""}"
2026-08-11T16:06:32.459774,SAF,Ketapang 35,409,30.26,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.488Z""}"
2026-08-11T16:06:32.475419,DAB,Cirebon 37,409,22.25,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.496Z""}"
2026-08-11T16:06:32.471963,PAA,Madiun 36,409,28.45,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.499Z""}"
2026-08-11T16:06:32.480451,MDC,Surabaya Gubeng 38,409,25.1,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.504Z""}"
2026-08-11T16:06:32.485584,DPK,Cirebon 39,409,37.36,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.521Z""}"
2026-08-11T16:06:32.497853,SAG,Solo Balapan 41,409,31.85,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.528Z""}"
2026-08-11T16:06:32.490279,KDI,Cirebon 40,409,44.38,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.532Z""}"
2026-08-11T16:06:32.500614,MAA,Banjarmasin 42,409,41.22,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.540Z""}"
2026-08-11T16:06:32.505740,MLG,Lempuyangan 43,409,52.58,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.556Z""}"
2026-08-11T16:06:32.530019,DAC,Semarang Poncol 45,409,35.96,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.564Z""}"
2026-08-11T16:06:32.523247,PAB,Banyuwangi 44,409,43.89,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.565Z""}"
2026-08-11T16:06:32.534957,GTO,Kiaracondong 46,409,42.74,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.576Z""}"
2026-08-11T16:06:32.558907,DAD,Lempuyangan 48,409,30.71,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.588Z""}"
2026-08-11T16:06:32.542188,CN,Kiaracondong 47,409,51.72,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.591Z""}"
2026-08-11T16:06:32.566308,JAA,Lempuyangan 49,409,39.89,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.604Z""}"
2026-08-11T16:06:32.567380,TAA,Makassar 50,409,56.62,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.622Z""}"
2026-08-11T16:06:31.867438,BGR,Solo Balapan 3,409,761.16,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.626Z""}"
2026-08-11T16:06:32.589979,BAF,Jember 52,409,46.13,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.634Z""}"
2026-08-11T16:06:32.577912,SAH,Balikpapan 51,409,60.16,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.636Z""}"
2026-08-11T16:06:32.594249,PLW,Bekasi 53,409,61.65,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.654Z""}"
2026-08-11T16:06:32.624305,YAB,Jatinegara 55,409,43.92,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.666Z""}"
2026-08-11T16:06:32.606568,PAC,Samarinda 54,409,65.92,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.670Z""}"
2026-08-11T16:06:32.636688,MDN,Banjarmasin 57,409,48.67,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.683Z""}"
2026-08-11T16:06:32.628894,MAB,Banyuwangi 56,409,58.61,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.685Z""}"
2026-08-11T16:06:32.638520,KOE,Surabaya Gubeng 58,409,65.1,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.701Z""}"
2026-08-11T16:06:32.668565,BDG,Surabaya Pasar Turi 60,409,48.47,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.715Z""}"
2026-08-11T16:06:32.656333,PAD,Bogor 59,409,64.06,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.718Z""}"
2026-08-11T16:06:32.685751,SAI,Semarang Poncol 62,409,45.37,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.729Z""}"
2026-08-11T16:06:32.703949,CAA,Yogyakarta 64,409,52.09,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.754Z""}"
2026-08-11T16:06:32.687866,BAG,Bogor 63,409,71.98,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.758Z""}"
2026-08-11T16:06:31.867729,AMQ,Manado 6,409,898.16,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.764Z""}"
2026-08-11T16:06:32.717399,SAJ,Cirebon 65,409,50.89,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.766Z""}"
2026-08-11T16:06:32.672988,PAE,Balikpapan 61,201,97.44,True,
2026-08-11T16:06:32.731665,BAH,Jember 67,409,63.35,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.793Z""}"
2026-08-11T16:06:32.720745,MAC,Manggarai 66,409,75.98,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.795Z""}"
2026-08-11T16:06:32.756442,MAD,Makassar 68,409,60.2,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.814Z""}"
2026-08-11T16:06:32.768606,TRK,Bekasi 71,409,71.89,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.838Z""}"
2026-08-11T16:06:32.766222,MAE,Balikpapan 70,409,76.02,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.840Z""}"
2026-08-11T16:06:32.795438,MKS,Yogyakarta 73,409,59.28,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.852Z""}"
2026-08-11T16:06:32.760201,CAB,Madiun 69,201,114.59,True,
2026-08-11T16:06:32.797052,DPS,Surabaya Gubeng 74,409,81.3,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.876Z""}"
2026-08-11T16:06:32.772850,SAK,Bogor 72,201,124.72,True,
2026-08-11T16:06:32.817316,TAB,Banyuwangi 75,409,84.35,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.899Z""}"
2026-08-11T16:06:32.842587,BAI,Yogyakarta 77,409,93.48,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.933Z""}"
2026-08-11T16:06:32.840906,SAL,Cimahi 76,201,119.29,True,
2026-08-11T16:06:32.875097,TAC,Solo Balapan 79,409,93.29,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.966Z""}"
2026-08-11T16:06:32.855115,DAE,Jayapura 78,201,133.87,True,
2026-08-11T16:06:32.898032,MAF,Jatinegara 81,409,93.08,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.989Z""}"
2026-08-11T16:06:31.867138,PNK,Surabaya Pasar Turi 2,201,1126.42,True,
2026-08-11T16:06:32.879266,BKS,Bogor 80,409,117.8,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:32.994Z""}"
2026-08-11T16:06:32.901981,JAB,Kiaracondong 82,409,136.02,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:33.035Z""}"
2026-08-11T16:06:32.936753,BAJ,Banjarmasin 83,409,135.01,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:33.069Z""}"
2026-08-11T16:06:32.968871,BAK,Surabaya Gubeng 85,409,126.0,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:33.092Z""}"
2026-08-11T16:06:32.991715,MAG,Bekasi 87,409,105.03,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:33.094Z""}"
2026-08-11T16:06:32.960771,PAF,Malang 84,201,145.38,True,
2026-08-11T16:06:33.038623,JAC,Jember 90,409,71.26,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:33.108Z""}"
2026-08-11T16:06:31.867648,MGL,Yogyakarta 5,409,1248.78,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:33.112Z""}"
2026-08-11T16:06:32.993998,BAL,Balikpapan 88,409,124.3,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:33.114Z""}"
2026-08-11T16:06:32.989639,DAF,Samarinda 86,201,143.64,True,
2026-08-11T16:06:32.997487,PAG,Pontianak 89,201,172.75,True,
2026-08-11T16:06:33.095271,TAD,Surabaya Gubeng 92,409,77.31,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:33.170Z""}"
2026-08-11T16:06:33.072328,KAA,Samarinda 91,409,102.74,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:33.172Z""}"
2026-08-11T16:06:33.106609,MAH,Yogyakarta 94,409,97.66,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:33.201Z""}"
2026-08-11T16:06:31.851220,BWX,Bogor 1,409,1358.9,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:33.207Z""}"
2026-08-11T16:06:33.097333,KAB,Surabaya Gubeng 93,409,114.71,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:33.209Z""}"
2026-08-11T16:06:33.114905,TAE,Semarang Tawang 95,409,99.01,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:33.211Z""}"
2026-08-11T16:06:33.175484,MAJ,Gambir 101,429,53.53,False,"{""success"":false,""message"":""ThrottlerException: Too Many Requests"",""error"":{""code"":""TOO_MANY_REQUESTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:33.227Z""}"
2026-08-11T16:06:33.118709,MAI,Madiun 97,409,121.78,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:33.238Z""}"
2026-08-11T16:06:33.116936,BAM,Ketapang 96,409,125.76,False,"{""success"":false,""message"":""Station code already exists"",""error"":{""code"":""STATION_CODE_EXISTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:33.240Z""}"
2026-08-11T16:06:33.205036,SAN,Pontianak 102,429,40.64,False,"{""success"":false,""message"":""ThrottlerException: Too Many Requests"",""error"":{""code"":""TOO_MANY_REQUESTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:33.243Z""}"
2026-08-11T16:06:33.210640,SAO,Cirebon 103,429,37.23,False,"{""success"":false,""message"":""ThrottlerException: Too Many Requests"",""error"":{""code"":""TOO_MANY_REQUESTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:33.245Z""}"
2026-08-11T16:06:33.212449,TAF,Madiun 104,429,37.85,False,"{""success"":false,""message"":""ThrottlerException: Too Many Requests"",""error"":{""code"":""TOO_MANY_REQUESTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:33.247Z""}"
2026-08-11T16:06:33.214390,YAC,Malang 105,429,38.5,False,"{""success"":false,""message"":""ThrottlerException: Too Many Requests"",""error"":{""code"":""TOO_MANY_REQUESTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:33.250Z""}"
2026-08-11T16:06:33.246056,BAO,Bogor 109,429,18.97,False,"{""success"":false,""message"":""ThrottlerException: Too Many Requests"",""error"":{""code"":""TOO_MANY_REQUESTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:33.262Z""}"
2026-08-11T16:06:33.248942,BAP,Cirebon 110,429,19.11,False,"{""success"":false,""message"":""ThrottlerException: Too Many Requests"",""error"":{""code"":""TOO_MANY_REQUESTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:33.265Z""}"
2026-08-11T16:06:33.229491,MAK,Malang 106,429,41.34,False,"{""success"":false,""message"":""ThrottlerException: Too Many Requests"",""error"":{""code"":""TOO_MANY_REQUESTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:33.268Z""}"
2026-08-11T16:06:33.240854,KAC,Makassar 107,429,32.37,False,"{""success"":false,""message"":""ThrottlerException: Too Many Requests"",""error"":{""code"":""TOO_MANY_REQUESTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:33.271Z""}"
2026-08-11T16:06:33.243392,TAG,Banyuwangi 108,429,31.74,False,"{""success"":false,""message"":""ThrottlerException: Too Many Requests"",""error"":{""code"":""TOO_MANY_REQUESTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:33.273Z""}"
2026-08-11T16:06:33.133988,SAM,Malang 98,201,143.3,True,
2026-08-11T16:06:33.265701,BAQ,Banyuwangi 113,429,20.06,False,"{""success"":false,""message"":""ThrottlerException: Too Many Requests"",""error"":{""code"":""TOO_MANY_REQUESTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:33.283Z""}"
2026-08-11T16:06:33.268964,TTE,Samarinda 114,429,18.63,False,"{""success"":false,""message"":""ThrottlerException: Too Many Requests"",""error"":{""code"":""TOO_MANY_REQUESTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:33.285Z""}"
2026-08-11T16:06:33.271248,TAH,Surabaya Gubeng 115,429,19.3,False,"{""success"":false,""message"":""ThrottlerException: Too Many Requests"",""error"":{""code"":""TOO_MANY_REQUESTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:33.288Z""}"
2026-08-11T16:06:33.250815,DAG,Banjarmasin 111,429,43.01,False,"{""success"":false,""message"":""ThrottlerException: Too Many Requests"",""error"":{""code"":""TOO_MANY_REQUESTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:33.291Z""}"
2026-08-11T16:06:33.253468,PAH,Semarang Poncol 112,429,42.86,False,"{""success"":false,""message"":""ThrottlerException: Too Many Requests"",""error"":{""code"":""TOO_MANY_REQUESTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:33.293Z""}"
2026-08-11T16:06:33.173125,BAN,Cirebon 100,201,125.47,True,
2026-08-11T16:06:33.170817,CAC,Bekasi 99,201,129.79,True,
2026-08-11T16:06:33.286320,BAS,Surabaya Pasar Turi 119,429,17.18,False,"{""success"":false,""message"":""ThrottlerException: Too Many Requests"",""error"":{""code"":""TOO_MANY_REQUESTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:33.301Z""}"
2026-08-11T16:06:33.287954,BAT,Mataram 120,429,18.64,False,"{""success"":false,""message"":""ThrottlerException: Too Many Requests"",""error"":{""code"":""TOO_MANY_REQUESTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:33.304Z""}"
2026-08-11T16:06:33.291069,PAI,Bandung 121,429,17.83,False,"{""success"":false,""message"":""ThrottlerException: Too Many Requests"",""error"":{""code"":""TOO_MANY_REQUESTS""},""path"":""/api/v1/stations"",""timestamp"":""2026-08-11T09:06:33.306Z""}"
